epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,7372.91,0.5532,0.98476,0.45752,0.91532,0.91848,0.79,0.86208,0.7096,0.91332,0.78408,0.85327,0.67296,0.94227,1.97077,0.93956,1.23433,0.000450471,0.000450471,0.000450471
260,7400.73,0.54678,0.98104,0.45034,0.91226,0.88538,0.81369,0.86302,0.71342,0.88255,0.80184,0.85022,0.67857,0.92751,1.96744,0.91326,1.21119,0.000445756,0.000445756,0.000445756
261,7428.6,0.54095,0.95812,0.44447,0.90681,0.90292,0.81563,0.8613,0.71532,0.89819,0.81184,0.85172,0.67632,0.91577,1.93099,0.87511,1.21663,0.000441041,0.000441041,0.000441041
262,7456.42,0.53564,0.97476,0.44965,0.91529,0.92291,0.78602,0.85825,0.7201,0.91091,0.78773,0.8495,0.67348,0.92478,1.94608,0.93875,1.20285,0.000436325,0.000436325,0.000436325
263,7484.26,0.54355,0.98991,0.47906,0.9138,0.90029,0.79723,0.86179,0.71623,0.89087,0.79504,0.85111,0.67581,0.91148,1.93582,0.89848,1.21423,0.00043161,0.00043161,0.00043161
264,7512.07,0.54279,0.95214,0.46584,0.92228,0.92373,0.7922,0.85925,0.7154,0.918,0.78743,0.84976,0.67146,0.9117,1.946,0.87943,1.21635,0.000426895,0.000426895,0.000426895
265,7539.86,0.54002,0.96097,0.44583,0.91707,0.90537,0.7922,0.85654,0.71028,0.89911,0.78747,0.8449,0.67152,0.93401,1.965,0.92049,1.23014,0.00042218,0.00042218,0.00042218
266,7567.63,0.57029,0.99135,0.46644,0.9338,0.91905,0.79039,0.86249,0.71584,0.91475,0.78587,0.85351,0.67063,0.95055,1.98524,0.91831,1.2345,0.000417464,0.000417464,0.000417464
267,7595.44,0.56035,0.98763,0.4591,0.91781,0.93735,0.79269,0.86647,0.71865,0.9307,0.78438,0.85427,0.67659,0.9444,1.92637,0.9244,1.23221,0.000412749,0.000412749,0.000412749
268,7623.34,0.54848,0.9804,0.49185,0.92368,0.94425,0.7787,0.85882,0.71647,0.93975,0.7768,0.85353,0.68329,0.94209,1.86561,0.9008,1.22726,0.000408034,0.000408034,0.000408034
269,7651.27,0.56169,0.97069,0.44939,0.91016,0.92618,0.77839,0.85854,0.71581,0.91934,0.77593,0.84818,0.68326,0.92785,1.92122,0.93822,1.21379,0.000403319,0.000403319,0.000403319
270,7679.07,0.55479,0.96592,0.46967,0.91314,0.88522,0.80628,0.86114,0.70968,0.88072,0.79565,0.84859,0.6727,0.94107,1.94634,0.93688,1.22573,0.000398604,0.000398604,0.000398604
271,7706.94,0.54976,0.96042,0.4447,0.90845,0.87081,0.82226,0.86358,0.7174,0.86782,0.81658,0.85685,0.68091,0.92635,1.94978,0.89132,1.20676,0.000393888,0.000393888,0.000393888
272,7734.74,0.54535,0.93599,0.43471,0.91304,0.87607,0.81752,0.86635,0.72378,0.88202,0.80457,0.859,0.68326,0.90848,1.95287,0.88915,1.19617,0.000389173,0.000389173,0.000389173
273,7762.61,0.55635,0.94526,0.45115,0.90957,0.885,0.80616,0.8631,0.72087,0.87563,0.80427,0.85473,0.68275,0.91564,1.92863,0.91042,1.20691,0.000384458,0.000384458,0.000384458
274,7790.36,0.5307,0.91408,0.42573,0.90728,0.9084,0.79664,0.85684,0.71804,0.90945,0.79876,0.85321,0.67932,0.91846,1.98536,0.911,1.20513,0.000379743,0.000379743,0.000379743
275,7818.21,0.54004,0.93328,0.44656,0.90685,0.93362,0.7809,0.86458,0.71026,0.92322,0.77587,0.8525,0.67618,0.92631,1.95249,0.90675,1.22082,0.000375027,0.000375027,0.000375027
276,7846.08,0.54249,0.94325,0.43999,0.9083,0.9233,0.78286,0.85974,0.71079,0.91503,0.77757,0.85134,0.67701,0.9187,1.93016,0.90148,1.22556,0.000370312,0.000370312,0.000370312
277,7873.95,0.54425,0.97459,0.47224,0.9178,0.86994,0.8012,0.85925,0.71072,0.89476,0.78101,0.85285,0.67871,0.9229,1.90946,0.94198,1.21628,0.000365597,0.000365597,0.000365597
278,7901.72,0.50994,0.88792,0.41725,0.91154,0.90084,0.80148,0.86303,0.71461,0.89054,0.7995,0.8545,0.6809,0.91564,1.92409,0.95531,1.21098,0.000360882,0.000360882,0.000360882
279,7929.63,0.54018,0.94373,0.43433,0.91273,0.89253,0.80783,0.86421,0.71555,0.88386,0.79943,0.85297,0.6768,0.90981,1.92924,0.91628,1.21239,0.000356166,0.000356166,0.000356166
280,7957.4,0.52846,0.92422,0.4386,0.91501,0.93164,0.77396,0.86398,0.72272,0.93226,0.772,0.85764,0.67779,0.90928,1.92776,0.90568,1.21648,0.000351451,0.000351451,0.000351451
281,7985.22,0.51502,0.9494,0.44156,0.91719,0.90102,0.79913,0.86216,0.7153,0.90057,0.7941,0.85364,0.67783,0.90613,1.91977,0.89759,1.21321,0.000346736,0.000346736,0.000346736
282,8013.04,0.55025,0.94559,0.45543,0.91648,0.90995,0.7766,0.85646,0.70891,0.9211,0.77186,0.84954,0.67059,0.91069,1.94422,0.90153,1.21579,0.000342021,0.000342021,0.000342021
283,8040.82,0.52609,0.92083,0.43078,0.90741,0.89921,0.78934,0.85826,0.70786,0.89179,0.78454,0.84762,0.66687,0.93055,1.93605,0.90011,1.23297,0.000337306,0.000337306,0.000337306
284,8068.69,0.52916,0.93337,0.44003,0.91043,0.88323,0.79772,0.85763,0.70539,0.87822,0.79404,0.8509,0.67283,0.93353,1.91439,0.89424,1.23795,0.00033259,0.00033259,0.00033259
285,8096.51,0.52835,0.97789,0.44775,0.90958,0.89412,0.79314,0.85723,0.70867,0.88549,0.78548,0.84615,0.67414,0.93447,1.90193,0.88183,1.24607,0.000327875,0.000327875,0.000327875
286,8124.39,0.55065,0.98008,0.44971,0.92325,0.86923,0.81188,0.85621,0.70577,0.89799,0.78298,0.84702,0.67621,0.91455,1.90319,0.87756,1.22378,0.00032316,0.00032316,0.00032316
287,8152.19,0.49858,0.90064,0.4298,0.90017,0.89284,0.80985,0.86231,0.70717,0.88742,0.81006,0.85522,0.68392,0.91577,1.90173,0.86451,1.21763,0.000318445,0.000318445,0.000318445
288,8180.04,0.51988,0.93507,0.43365,0.901,0.91841,0.7922,0.8604,0.71112,0.90466,0.78747,0.85188,0.68539,0.92532,1.92609,0.87118,1.22603,0.000313729,0.000313729,0.000313729
289,8207.85,0.52154,0.88453,0.42847,0.90755,0.8788,0.79996,0.85737,0.71133,0.88085,0.79784,0.85296,0.68197,0.94306,1.96813,0.88421,1.24151,0.000309014,0.000309014,0.000309014
290,8235.75,0.53711,0.94599,0.43377,0.90694,0.89101,0.79779,0.86208,0.71254,0.89205,0.79914,0.8585,0.68276,0.93248,1.97593,0.88276,1.24124,0.000304299,0.000304299,0.000304299
291,8263.59,0.5141,0.90425,0.41911,0.90054,0.91418,0.80072,0.86715,0.72048,0.91632,0.80237,0.86085,0.68545,0.92307,1.9733,0.89016,1.23765,0.000299584,0.000299584,0.000299584
292,8291.43,0.51434,0.88996,0.42792,0.90319,0.90436,0.8062,0.86694,0.72049,0.89699,0.79962,0.85996,0.68527,0.92557,1.94956,0.8647,1.24482,0.000294868,0.000294868,0.000294868
293,8319.29,0.50449,0.89979,0.41749,0.90213,0.90389,0.79087,0.86124,0.71263,0.86374,0.81334,0.85307,0.67972,0.92911,1.92002,0.889,1.23044,0.000290153,0.000290153,0.000290153
294,8347.06,0.52289,0.89867,0.43543,0.9009,0.88835,0.80259,0.85878,0.70975,0.88477,0.79977,0.85357,0.68036,0.93586,1.94921,0.90298,1.24606,0.000285438,0.000285438,0.000285438
295,8374.88,0.51206,0.92303,0.42076,0.90093,0.92797,0.76938,0.85917,0.70891,0.92244,0.76796,0.85036,0.67635,0.92756,1.96757,0.90654,1.23883,0.000280723,0.000280723,0.000280723
296,8402.7,0.52277,0.92579,0.43003,0.91077,0.93374,0.77131,0.85615,0.70858,0.92967,0.76846,0.85104,0.68201,0.9284,1.95102,0.90145,1.24882,0.000276008,0.000276008,0.000276008
297,8430.57,0.50742,0.90905,0.41347,0.90696,0.91352,0.7922,0.86042,0.7166,0.91668,0.79573,0.85522,0.68487,0.92804,1.95977,0.92019,1.25123,0.000271292,0.000271292,0.000271292
298,8458.42,0.53501,0.92671,0.43736,0.90534,0.9078,0.78517,0.86415,0.7131,0.89407,0.78961,0.8523,0.68302,0.91994,1.94878,0.90576,1.23502,0.000266577,0.000266577,0.000266577
299,8486.35,0.53149,0.9238,0.43929,0.90258,0.87782,0.80995,0.86105,0.71877,0.8725,0.80507,0.85159,0.68584,0.90668,1.93195,0.9036,1.21559,0.000261862,0.000261862,0.000261862
300,8514.1,0.49502,0.85995,0.43214,0.89683,0.86686,0.81847,0.85826,0.7169,0.85835,0.81239,0.8465,0.6824,0.9196,1.93617,0.9147,1.22123,0.000257147,0.000257147,0.000257147
301,8541.89,0.50428,0.88174,0.40703,0.89619,0.90163,0.79385,0.85715,0.71643,0.92142,0.76972,0.85184,0.68286,0.92495,1.9472,0.91959,1.23164,0.000252431,0.000252431,0.000252431
302,8569.66,0.50489,0.88667,0.42131,0.90168,0.88619,0.81483,0.864,0.71559,0.86988,0.80668,0.85505,0.68697,0.9171,1.94826,0.91134,1.2225,0.000247716,0.000247716,0.000247716
303,8597.45,0.4976,0.87404,0.40673,0.90365,0.89081,0.8065,0.86294,0.71837,0.8838,0.80108,0.85038,0.68407,0.91667,1.96214,0.89638,1.21061,0.000243001,0.000243001,0.000243001
304,8625.19,0.50896,0.88176,0.42025,0.90351,0.93513,0.77919,0.86618,0.72106,0.92574,0.77256,0.85505,0.68433,0.90778,1.95873,0.88145,1.2107,0.000238286,0.000238286,0.000238286
305,8653.06,0.50328,0.88023,0.40292,0.90453,0.9227,0.77422,0.86515,0.72002,0.86305,0.79718,0.85069,0.68368,0.9172,1.96278,0.89606,1.2243,0.000233571,0.000233571,0.000233571
306,8680.95,0.51486,0.91744,0.41695,0.90083,0.92613,0.7773,0.86406,0.72074,0.87236,0.79095,0.85492,0.68568,0.9088,1.98643,0.90518,1.21754,0.000228855,0.000228855,0.000228855
307,8708.77,0.50145,0.89854,0.43489,0.90089,0.86093,0.82201,0.86364,0.71751,0.85369,0.81889,0.85405,0.68239,0.90174,1.99218,0.9111,1.2184,0.00022414,0.00022414,0.00022414
308,8736.58,0.50067,0.92379,0.40791,0.89214,0.85568,0.81917,0.85871,0.71498,0.85982,0.80395,0.85152,0.68043,0.91318,2.01462,0.90291,1.2247,0.000219425,0.000219425,0.000219425
309,8764.45,0.50991,0.90899,0.45414,0.90638,0.87875,0.80521,0.86236,0.71846,0.88191,0.80117,0.85604,0.68308,0.91163,1.98965,0.8921,1.22034,0.00021471,0.00021471,0.00021471
310,8792.2,0.49935,0.91001,0.43322,0.90206,0.86568,0.81236,0.86051,0.71803,0.85999,0.80805,0.8534,0.68802,0.90997,1.96595,0.87598,1.21967,0.000209994,0.000209994,0.000209994
311,8820.01,0.49393,0.91922,0.43042,0.90283,0.87992,0.80925,0.86128,0.71496,0.89087,0.7888,0.85392,0.68383,0.91095,1.95772,0.87076,1.21417,0.000205279,0.000205279,0.000205279
312,8847.83,0.50332,0.89491,0.41103,0.8993,0.9117,0.79031,0.86008,0.71433,0.88675,0.79316,0.85005,0.68384,0.91275,1.96606,0.88239,1.21265,0.000200564,0.000200564,0.000200564
313,8875.74,0.51428,0.8923,0.4115,0.89837,0.89617,0.80012,0.86287,0.71623,0.89616,0.79694,0.85413,0.68272,0.92435,1.95304,0.87453,1.22217,0.000195849,0.000195849,0.000195849
314,8903.54,0.49686,0.8797,0.40413,0.89212,0.89922,0.78841,0.86381,0.71674,0.89175,0.78273,0.85338,0.68332,0.89956,1.96953,0.88792,1.21112,0.000191133,0.000191133,0.000191133
315,8931.35,0.4982,0.90989,0.40583,0.90646,0.91124,0.78769,0.86463,0.71606,0.90403,0.78463,0.85557,0.68296,0.90758,1.95654,0.90086,1.21944,0.000186418,0.000186418,0.000186418
316,8959.13,0.49113,0.88843,0.39913,0.90443,0.90242,0.7991,0.86412,0.71297,0.89626,0.79437,0.85604,0.6869,0.90688,1.94898,0.89105,1.22164,0.000181703,0.000181703,0.000181703
317,8986.99,0.49833,0.84217,0.40524,0.89629,0.89656,0.79599,0.86685,0.72269,0.8871,0.79125,0.85639,0.68595,0.90786,1.95374,0.8798,1.22008,0.000176988,0.000176988,0.000176988
318,9014.83,0.50349,0.88618,0.41523,0.90193,0.9366,0.76748,0.86521,0.71991,0.92758,0.76406,0.85604,0.6921,0.90055,1.94246,0.88985,1.21305,0.000172273,0.000172273,0.000172273
319,9042.72,0.51189,0.89041,0.41272,0.9098,0.88395,0.79978,0.86514,0.72311,0.87383,0.7922,0.8548,0.68795,0.88937,1.95534,0.89732,1.20324,0.000167557,0.000167557,0.000167557
320,9070.57,0.51342,0.90835,0.41989,0.9076,0.87395,0.81402,0.86554,0.72226,0.86539,0.80791,0.85743,0.68846,0.89237,1.96924,0.90233,1.20299,0.000162842,0.000162842,0.000162842
321,9098.34,0.48134,0.85585,0.46391,0.8848,0.91366,0.78179,0.86481,0.71735,0.90829,0.778,0.85742,0.68723,0.91539,1.97198,0.89745,1.22323,0.000158127,0.000158127,0.000158127
322,9126.2,0.52989,0.92831,0.42375,0.91033,0.91826,0.78463,0.86441,0.71805,0.91532,0.78179,0.85906,0.6836,0.91676,1.97835,0.88199,1.22564,0.000153412,0.000153412,0.000153412
323,9154.06,0.49022,0.85709,0.40054,0.89215,0.91367,0.78306,0.86469,0.721,0.91098,0.78126,0.86026,0.68351,0.89171,1.97436,0.88353,1.21201,0.000148696,0.000148696,0.000148696
324,9181.83,0.48716,0.85832,0.38849,0.89916,0.89161,0.80262,0.86599,0.72108,0.90631,0.78241,0.8581,0.69028,0.88256,1.94898,0.86573,1.20612,0.000143981,0.000143981,0.000143981
325,9209.59,0.46978,0.83497,0.39298,0.89488,0.91393,0.78819,0.86566,0.72152,0.90701,0.78316,0.85891,0.68366,0.8951,1.96251,0.8661,1.21181,0.000139266,0.000139266,0.000139266
326,9237.35,0.48548,0.86546,0.39534,0.89191,0.90516,0.78926,0.86322,0.72332,0.90007,0.77758,0.85504,0.68375,0.90567,1.96029,0.87488,1.2166,0.000134551,0.000134551,0.000134551
327,9265.26,0.52526,0.90162,0.40813,0.91134,0.91994,0.77894,0.86847,0.72444,0.87295,0.79874,0.86014,0.69329,0.89598,1.94871,0.86293,1.21084,0.000129835,0.000129835,0.000129835
328,9293.07,0.49036,0.8818,0.41295,0.89789,0.85368,0.82334,0.8667,0.72363,0.85953,0.81091,0.85744,0.69587,0.89507,1.94207,0.89592,1.20649,0.00012512,0.00012512,0.00012512
329,9320.92,0.47982,0.87246,0.39101,0.89247,0.8759,0.81658,0.86709,0.72037,0.86679,0.80788,0.85502,0.69358,0.89886,1.9328,0.90711,1.20965,0.000120405,0.000120405,0.000120405
330,9348.76,0.49528,0.88569,0.41069,0.90291,0.92275,0.78046,0.87081,0.72192,0.91386,0.77455,0.85893,0.68857,0.90234,1.95355,0.89082,1.21395,0.00011569,0.00011569,0.00011569
331,9376.55,0.49136,0.84984,0.39575,0.90156,0.86851,0.80954,0.871,0.72687,0.89804,0.77936,0.85666,0.69151,0.89613,1.97944,0.89624,1.20848,0.000110975,0.000110975,0.000110975
332,9404.34,0.49731,0.87786,0.4075,0.90462,0.86593,0.81248,0.86266,0.72627,0.87019,0.80451,0.85306,0.68784,0.89164,1.98289,0.91512,1.2111,0.000106259,0.000106259,0.000106259
333,9432.15,0.47901,0.88167,0.3996,0.89088,0.93781,0.76433,0.86074,0.72303,0.92693,0.76125,0.85126,0.68427,0.89763,1.982,0.91886,1.21567,0.000101544,0.000101544,0.000101544
334,9460.35,0.49732,0.89206,0.41088,0.91048,0.91918,0.77777,0.8618,0.72026,0.90754,0.77256,0.85289,0.68683,0.90151,1.98173,0.91458,1.21997,9.68289e-05,9.68289e-05,9.68289e-05
335,9488.18,0.48637,0.88044,0.3878,0.90012,0.88768,0.79617,0.86672,0.7228,0.89218,0.78702,0.85581,0.68855,0.90442,1.99367,0.89931,1.21739,9.21137e-05,9.21137e-05,9.21137e-05
336,9515.95,0.48339,0.85435,0.40932,0.89712,0.93082,0.76881,0.86549,0.72144,0.89636,0.78463,0.85773,0.6916,0.89688,2.00012,0.90749,1.2074,8.73984e-05,8.73984e-05,8.73984e-05
337,9543.78,0.4721,0.82292,0.39714,0.89352,0.90503,0.7912,0.86439,0.72087,0.93438,0.75712,0.85428,0.68781,0.89876,1.99611,0.91698,1.21068,8.26832e-05,8.26832e-05,8.26832e-05
338,9571.58,0.49609,0.86667,0.39225,0.91912,0.90345,0.79331,0.865,0.71857,0.89739,0.7817,0.85509,0.68677,0.89413,1.99204,0.89974,1.2118,7.7968e-05,7.7968e-05,7.7968e-05
339,9599.42,0.47794,0.85363,0.38774,0.89759,0.88365,0.80451,0.86472,0.71722,0.92159,0.76499,0.85297,0.68792,0.89366,1.99239,0.887,1.20973,7.32527e-05,7.32527e-05,7.32527e-05
340,9627.17,0.48382,0.85108,0.38909,0.90383,0.88156,0.80735,0.86481,0.72112,0.92155,0.76783,0.85255,0.68696,0.88889,1.9924,0.8963,1.2037,6.85375e-05,6.85375e-05,6.85375e-05
341,9670,0.42255,0.81474,0.33223,0.86847,0.87882,0.80546,0.8585,0.71595,0.86663,0.79175,0.84561,0.67655,0.88492,2.06269,0.87943,1.20321,6.38223e-05,6.38223e-05,6.38223e-05
342,9697.42,0.41845,0.78159,0.3345,0.8689,0.9234,0.76783,0.85217,0.7057,0.87326,0.7922,0.83915,0.67288,0.88336,2.10068,0.88854,1.20399,5.91071e-05,5.91071e-05,5.91071e-05
343,9724.87,0.4115,0.78418,0.32922,0.85126,0.87673,0.80158,0.8554,0.70681,0.87484,0.7922,0.83968,0.67244,0.8802,2.07317,0.88756,1.20059,5.43918e-05,5.43918e-05,5.43918e-05
344,9752.27,0.37403,0.70388,0.35727,0.82959,0.88032,0.80966,0.85814,0.70736,0.85814,0.80192,0.84308,0.67245,0.8846,2.05292,0.88935,1.20797,4.96766e-05,4.96766e-05,4.96766e-05
345,9779.72,0.39247,0.75702,0.30611,0.85356,0.8843,0.80641,0.85838,0.71115,0.856,0.80213,0.84505,0.6768,0.89498,2.04131,0.89204,1.21534,4.49614e-05,4.49614e-05,4.49614e-05
346,9807.15,0.40145,0.74688,0.31831,0.86925,0.89316,0.80058,0.85938,0.71243,0.88088,0.78532,0.84692,0.67702,0.88951,2.03615,0.89992,1.2126,4.02461e-05,4.02461e-05,4.02461e-05
347,9834.61,0.40403,0.74595,0.31245,0.86067,0.87913,0.80192,0.85994,0.71465,0.87725,0.80276,0.85113,0.68089,0.88636,2.0315,0.90058,1.21015,3.55309e-05,3.55309e-05,3.55309e-05
348,9862.05,0.39342,0.72871,0.30431,0.86004,0.89039,0.79434,0.86097,0.71438,0.88847,0.7941,0.85099,0.68341,0.89034,2.03427,0.90018,1.21513,3.08157e-05,3.08157e-05,3.08157e-05
349,9889.51,0.38307,0.72122,0.29313,0.85632,0.89261,0.79529,0.86176,0.71614,0.89036,0.79504,0.85178,0.68213,0.89086,2.04048,0.88763,1.21777,2.61005e-05,2.61005e-05,2.61005e-05
350,9916.93,0.39439,0.74141,0.30083,0.84718,0.89015,0.79982,0.8621,0.71522,0.88809,0.79883,0.85151,0.68151,0.89074,2.04239,0.89478,1.21718,2.13852e-05,2.13852e-05,2.13852e-05
